ltable_item_name,rtable_item_name,label
Số PO000308755,Amoxicillin 500mg - Domesco (10Vi x 10Vien),0
4547691239129 - Bao Cao Su Okamoto Purity 3's,Amoxicillin 500mg - Domesco (10Vi x 10Vien),0
Băng vệ sinh Doctor Care ban đêm ,Amoxicillin 500mg - Domesco (10Vi x 10Vien),0
AMOXICILLIN 500mg VNA H/10x10 Nâu-Vàng -00523-140326-- (Khuyến mãi không thanh toán),Amoxicillin 500mg - Domesco (10Vi x 10Vien),1
ZHEKOF,Amoxicillin 500mg - Domesco (10Vi x 10Vien),0
75597197 FOAM CLEANSER 236ML 8OZ,Amoxicillin 500mg - Domesco (10Vi x 10Vien),0
DUREX - BCS PERFORMA 12s.,Amoxicillin 500mg - Domesco (10Vi x 10Vien),0
CPCN06907A - 332542-BCDR COL SS FLEX CLEAN CHARCOAL 1PK_ASIA*12,Berberin 100mg ( chai 100v) Domesco,0
KETOVAZOL 2%,Berberin 100mg ( chai 100v) Domesco,0
DIAMICRON MR TAB 60MG 30'S,Berberin 100mg ( chai 100v) Domesco,0
CETAPHIL GENTLE SKIN CLEANSER 125ML,Berberin 100mg ( chai 100v) Domesco,0
PEARL COLLAGEN ESSENCE MASK 23g,Berberin 100mg ( chai 100v) Domesco,0
Ospay neo 15ml                                                                                      Lô SX: 2212; HSD: 22/12/2024,Berberin 100mg ( chai 100v) Domesco,0
LANTUS 100UI/ml 1 vial of 10ml 3Y VN,Doxycylin 100mg (10 Vi x10 Vien),0
DIOVAN 160MG 2X14,Doxycylin 100mg (10 Vi x10 Vien),0
Bao cao su Pharmacity Dot and Cool hộp 3 cái (PO000306174),Doxycylin 100mg (10 Vi x10 Vien),0
PO000305447,Doxycylin 100mg (10 Vi x10 Vien),0
NovoMix 30 FlexPen B/5 (France),Amlodipin 5mg ( 3Vi x 10Vien) - Domesco,0
Dạ minh châu (Hộp 2 vỉ x 15 viên),Amlodipin 5mg ( 3Vi x 10Vien) - Domesco,0
PO000282292,Amlodipin 5mg ( 3Vi x 10Vien) - Domesco,0
Dorithricin,Amlodipin 5mg ( 3Vi x 10Vien) - Domesco,0
Life-Space Double Strength Probiotic 30 Capsules,Amlodipin 5mg ( 3Vi x 10Vien) - Domesco,0
(PO000309724 NGÀY 26/01/2024),Amlodipin 5mg ( 3Vi x 10Vien) - Domesco,0
Theo đơn hàng số PO000280704,Mercilon Tab (1vi x 21vien),0
320349-70120-SENKA NƯỚC TT MICELLAR 2 LỚP 230ML(SENKA A.L.L. CLEAR MILKY WATER 230ML),Mercilon Tab (1vi x 21vien),0
LIPANTHYL 200M CAPSULES 2X15'S,Mercilon Tab (1vi x 21vien),0
Nitromint  (Hộp/1 lọ 10g),Mercilon Tab (1vi x 21vien),0
BVS Diana Sensi Supernight 29cm(04)-2207,Yasmin Tab 3mg (1vi x 21vien),0
AGIMFAST 60,Yasmin Tab 3mg (1vi x 21vien),0
An trĩ vương,Yasmin Tab 3mg (1vi x 21vien),0
NEBILET TAB 5MG 14'S,Yasmin Tab 3mg (1vi x 21vien),0
YASMIN TAB 1X21'S,Yasmin Tab 3mg (1vi x 21vien),1
(PO000305603),Yasmin Tab 3mg (1vi x 21vien),0
CETAPHIL GENTLE SKIN CLEANSER 125ML,Yasmin Tab 3mg (1vi x 21vien),0
PM NextG Cal,Marvelon (H/3Vi),0
PO000311855,Marvelon (H/3Vi),0
Omeprazol DHG v/10 h/30 t/3600,Marvelon (H/3Vi),0
LIVOLIN FORTE;,Diane 35 Tab (1vi x 21vien),0
DIFLUCAN CAP 150MG 1'S,Diane 35 Tab (1vi x 21vien),0
Viên ngậm Bảo Thanh (20 vỉ/hộp),Diane 35 Tab (1vi x 21vien),0
BETADINE ANTISEPTIC SOL 10% 30ML,Diane 35 Tab (1vi x 21vien),0
"PM Procare Diamond (lọ*30viên),Úc",Diane 35 Tab (1vi x 21vien),0
PO000305687,Diane 35 Tab (1vi x 21vien),0
Dizzo effervescent(B/12blsx4s) (FM2400_Chain_Mua 6h Dizzo 48v tang 1h cung loai (1)),Diane 35 Tab (1vi x 21vien),0
COVERAM 5-10 TAB 5MG-10MG 30'S,Diane 35 Tab (1vi x 21vien),0
DIANE 35 TAB 21'S,Diane 35 Tab (1vi x 21vien),1
CEFUROXIM 500mg,Marvelon (1vi x 21vien),0
BVS MOLPED TN S.BAOVE SMCANH 8X8X6 VN,Marvelon (1vi x 21vien),0
CP61037974 - 936146 – BCDR COL CUSHION CLEAN CHARCOAL 2P X 12 BỘ,Marvelon (1vi x 21vien),0
JARDIANCE DUO 12.5MG/850MG TABS30,Marvelon (1vi x 21vien),0
"JEX, Hộp/60 viên, Lô: JP31062360, HSD: 13/07/2026",Bisbeta 120mg SPM (2vi x 21vien),0
Nước tăng lực Rockstar Phiên bản giới hạn Lon 250x24 lốc 6,Bisbeta 120mg SPM (2vi x 21vien),0
KEM DUONG AVEENO BABY DA KHO NC 227G,Maxgel 10g,0
STREPSILS THROAT IRRITATION & COUGH 2X12,Maxgel 10g,0
320009-83714-KEM Ủ TÓC CAO CẤP FINO 230G(FINO PREMIUM TOUCH 230G),Maxgel 10g,0
BEPANTHEN BALM 30G 1'S,Maxgel 10g,0
Maxgel,Maxgel 10g,1
Tezkin (tuýp 10g),Maxgel 10g,0
320759-15288-Nước TT SK AC Water Fresh 230 mL(SK ALL CWM FORMULA FRESH A 230ML),Dr.Muoi NSM Huong Vo Chanh 1000ml,0
Xuất hàng theo PO000305170,Dr.Muoi NSM Huong Vo Chanh 1000ml,0
Oreful (Hộp 1 vỉ x 10 viên),Dr.Muoi NSM Huong Vo Chanh 1000ml,0
4970520262027 - Bao Cao Su Okamoto Crown 3's,Dr.Muoi NSM Huong Vo Chanh 1000ml,0
PMC BÔNG VIÊN TIỆT TRÙNG 2X2CM (20V/GÓI),Dr.Muoi NSM Huong Vo Chanh 1000ml,0
TWYNSTA 80MG/5MG TABS. B/98,Dr.Muoi NSM Huong Vo Chanh 1000ml,0
Nước Súc Miệng Truyền Thống Hương Vỏ Chanh 1.000ml,Dr.Muoi NSM Huong Vo Chanh 1000ml,1
NSM Listerine Kids Mouthwash 250ml,Betaserc Tab 24mg(5vix10vien),0
DERMATIX WOUND CARE TUB 20G,Betaserc Tab 24mg(5vix10vien),0
AMLOR TAB 5MG 30'S,Betaserc Tab 24mg(5vix10vien),0
BETASERC 24MG TABLETS 5X10'S,Betaserc Tab 24mg(5vix10vien),1
ZidocinDHG v/10 h/20 t/5600,Betaserc Tab 24mg(5vix10vien),0
SALONPAS PAIN RELIEF PATCH  H/5mieng  Loc/5H-HISAMITSU-VIETNAM_1SA022-1-1T2,Estraceptin (1vix28vien),0
Theo PO000279896-1,Estraceptin (1vix28vien),0
FLUOMIZIN 10MG,Estraceptin (1vix28vien),0
DIAMICRON MR TAB 30MG 60'S,Estraceptin (1vix28vien),0
ESTRACEPTIN 0.15MG TABLETS 28'S,Estraceptin (1vix28vien),1
ESTRACEPTIN 0.15MG TABLETS 28'S,Estraceptin (1vix28vien),1
(PO000307217),Kids Band Bang Ca Nhan In Hinh Pororo Cho Tre Em 72x18mm (20 Mieng),0
Chiết khấu,Kids Band Bang Ca Nhan In Hinh Pororo Cho Tre Em 72x18mm (20 Mieng),0
(PO000311060),Kids Band Bang Ca Nhan In Hinh Pororo Cho Tre Em 72x18mm (20 Mieng),0
PO số PO000311991,Kids Band Bang Ca Nhan In Hinh Pororo Cho Tre Em 72x18mm (20 Mieng),0
"Băng keo cá nhân Pororo,72x18, 20 miếng/hộp",Kids Band Bang Ca Nhan In Hinh Pororo Cho Tre Em 72x18mm (20 Mieng),1
TRAJENTA DUO. FICTA/ 14/2.5+850MG BTL,Kids Band Bang Ca Nhan In Hinh Pororo Cho Tre Em 72x18mm (20 Mieng),0
Jasunny (tuýp 50g),Kids Band Bang Ca Nhan In Hinh Pororo Cho Tre Em 72x18mm (20 Mieng),0
Dầu gội DL Nguyên Xuân dưỡng tóc 600ml KM 60ml,Kids Band Bang Ca Nhan In Hinh Pororo Cho Tre Em 72x18mm (20 Mieng),0
FINE GINKGO PLUS 400V (PO000308244),Kids Band Bang Ca Nhan In Hinh Pororo Cho Tre Em 72x18mm (20 Mieng),0
PO000306979,PMC Khau Trang Y Te Mau Xanh Duong (Hop 50 cai),0
Rowatinex,PMC Khau Trang Y Te Mau Xanh Duong (Hop 50 cai),0
DIANE 35 TAB 21'S,PMC Khau Trang Y Te Mau Xanh Duong (Hop 50 cai),0
AGI-NEURIN,PMC Khau Trang Y Te Mau Xanh Duong (Hop 50 cai),0
XUẤT THEO PO000309466,PMC Khau Trang Y Te Mau Xanh Duong (Hop 50 cai),0
ESPUMISAN  L 40MG/ ML 30ML 1'S,PMC Khau Trang Y Te Mau Xanh Duong (Hop 50 cai),0
HUMALOG KWIKPEN (300U/3ML B/5) - ITALIA,PMC Khau Trang Y Te Mau Xanh Duong (Hop 50 cai),0
VALIERA 2MG TABLETS 1X30'S,PMC Khau Trang Y Te Mau Xanh Duong (Hop 50 cai),0
PMC Khẩu trang y tế màu xanh dương,PMC Khau Trang Y Te Mau Xanh Duong (Hop 50 cai),1
"Sữa tắm REIHAKU HATOMUGI 800ml, mã 4513574027077, REIHAKU HATOMUGI BODY SOAP",PMC Khau Trang Y Te Mau Xanh Duong (Hop 50 cai),0
PO000309271,PMC Khau Trang Y Te Mau Xanh Duong (Hop 50 cai),0
KEM DUONG AVEENO BABY DA KHO NC 227G,Cetaphil Sua Rua Mat Diu Nhe Cho Moi Loai Da Gentle Skin Cleanser 125Ml,0
Laurier SN Dem SieuAnToan 3504 4x48,Cetaphil Sua Rua Mat Diu Nhe Cho Moi Loai Da Gentle Skin Cleanser 125Ml,0
CETAPHIL GENTLE SKIN CLEANSER 125ML,Cetaphil Sua Rua Mat Diu Nhe Cho Moi Loai Da Gentle Skin Cleanser 125Ml,1
LAMICTAL TAB 50MG 30'S,Cetaphil Sua Rua Mat Diu Nhe Cho Moi Loai Da Gentle Skin Cleanser 125Ml,0
NovoMix 30 FlexPen B/5 (France),Cetaphil Sua Rua Mat Diu Nhe Cho Moi Loai Da Gentle Skin Cleanser 125Ml,0
Số PO: PO000277568,Cetaphil Sua Rua Mat Diu Nhe Cho Moi Loai Da Gentle Skin Cleanser 125Ml,0
CETAPHIL GENTLE SKIN CLEANSER 125ML,Cetaphil Sua Rua Mat Diu Nhe Cho Moi Loai Da Gentle Skin Cleanser 125Ml,1
"Kẹo Tic Tac hương dâu và dâu bạc hà 14,5 g",Cetaphil Sua Rua Mat Diu Nhe Cho Moi Loai Da Gentle Skin Cleanser 125Ml,0
PMC GẠC TIỆT TRÙNG 8X10CM (10M),Cetaphil Sua Rua Mat Diu Nhe Cho Moi Loai Da Gentle Skin Cleanser 125Ml,0
Chiết khấu,Cetaphil Sua Rua Mat Diu Nhe Cho Moi Loai Da Gentle Skin Cleanser 125Ml,0
DIOVAN 160MG 2X14,Cetaphil Baby Sua Duong The Toan Than Cho Be Chai 400ml,0
Tăm bông VST Hộp 200  que giấy,Cetaphil Baby Sua Duong The Toan Than Cho Be Chai 400ml,0
Grandaxin 50mg (Hộp 2 vỉ x 10 viên),Cetaphil Baby Sua Duong The Toan Than Cho Be Chai 400ml,0
BVS Diana Sensi C.F Super.Ni 35(03)-2207,Cetaphil Baby Sua Duong The Toan Than Cho Be Chai 400ml,0
TPCN Thiên Môn Bổ Phổi 280ml,Cetaphil Baby Sua Duong The Toan Than Cho Be Chai 400ml,0
(PO000308344),Cetaphil Baby Sua Duong The Toan Than Cho Be Chai 400ml,0
CP61012384 - 814471 - KDR COL OW EXFLOLIATING MINERAL 100G X 48,Cetaphil Baby Sua Duong The Toan Than Cho Be Chai 400ml,0
CETAPHIL BABY DAILY LOTION DAILY 400ML,Cetaphil Baby Sua Duong The Toan Than Cho Be Chai 400ml,1
BETALOC ZOK 50MG TAB 2X14'S,Cetaphil Baby Sua Duong The Toan Than Cho Be Chai 400ml,0
Lodimax 5 (B/2 bls x 10s),Tetracycline 1% Quapharco (tuyp 5g ),0
Briozcal; Số lô: 103136 ; HD: 17/02/2025,Tetracycline 1% Quapharco (tuyp 5g ),0
CATAFLAM 50MG 1x10 TABS/BOX,Tetracycline 1% Quapharco (tuyp 5g ),0
AGI-NEURIN,Tetracycline 1% Quapharco (tuyp 5g ),0
DAFLON 1000MG TAB 3X10'S,Tetracycline 1% Quapharco (tuyp 5g ),0
Tetracyclin 1% (H 1 tube 5g),Tetracycline 1% Quapharco (tuyp 5g ),1
(B12) BETACYLIC (HCN/1T/15g TMBD),Tetracycline 1% Quapharco (tuyp 5g ),0
Xịt thơm miệng không cồn Dentiplus 25ml,Tetracycline 1% Quapharco (tuyp 5g ),0
VENRUTINE,Tetracycline 1% Quapharco (tuyp 5g ),0
TANAKAN 40MG B/30 TABS,Tetracycline 1% Quapharco (tuyp 5g ),0
Tydol Codeine (B/10bls x 10s),Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
Kem đánh răng Eucryl -50ml (62g),Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
BVS Diana SENSI Cool Fresh SM KC 8 -2212,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
BETEX (BOX 5 STRIPS X10 TABLETS),Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
TRAVATAN 2.5ML,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
NovoMix 30 FlexPen B/5 (France),Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,1
JARDIANCE DUO 12.5MG/1000MG TABS30,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
Nước uống Pororo hương vị sữa,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
PLENDIL PLUS 5/50 MG PROLONGED-RELEASE TABLET BOTTLE 30'S - SWEDEN,Novomix 30 FlexPen 100IU/ml x 3ml (R)(5cay) Inj,0
Kem nhau cừu Rebirth dưỡng trắng và giảm nếp nhăn 100 ml (RB02),Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
KDR SSD Repair& Protect Deep Repair 100G,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
Terpincold H/6 vỉ x 15 viên,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
PMC Khẩu trang y tế màu xanh dương,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
Green Bird 72g - Set 6,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
Kumano Sữa rửa mặt Reihaku Hatomugi 170g,Mixtard 30 Flexpen 100IU/ml (H/5 But) (R) Inj,0
Thuốc bôi da trị mụn (OXY 10) 10g - (Việt Nam),LIFESPACE Double Strength Probiotic Bo Sung 64 ty Loi Khuan (Hop 30V),0
EN SAP KHU MUI CHARMING 40G,LIFESPACE Double Strength Probiotic Bo Sung 64 ty Loi Khuan (Hop 30V),0
Life-Space Double Strength Probiotic 30 Capsules,LIFESPACE Double Strength Probiotic Bo Sung 64 ty Loi Khuan (Hop 30V),1
Bàn chải OralB trà đen vỉ 1X6X16,Corn Removal Plaster Mieng Dan Loai Mun Coc (6 Mieng),0
PO000306671,Corn Removal Plaster Mieng Dan Loai Mun Coc (6 Mieng),0
THC03 - Siro ho - cảm Ích nhi (90ml),Corn Removal Plaster Mieng Dan Loai Mun Coc (6 Mieng),0
Miếng dán loại mụn cóc - Corn Removal Plaster (6 miếng/hộp),Corn Removal Plaster Mieng Dan Loai Mun Coc (6 Mieng),1
Lipvar 20 v/10 h/30 t/6720,Corn Removal Plaster Mieng Dan Loai Mun Coc (6 Mieng),0
Kẹo HONG Gừng 87.5G (7Y22),Corn Removal Plaster Mieng Dan Loai Mun Coc (6 Mieng),0
Kem đánh răng DL Ngọc Châu trắng sáng 100g,Corn Removal Plaster Mieng Dan Loai Mun Coc (6 Mieng),0
Avisla (Hộp 1 lọ x 15ml),Corn Removal Plaster Mieng Dan Loai Mun Coc (6 Mieng),0
LIPITOR TAB 10MG 3X10'S,Kongdy Motion Sickness Patch Mieng Dan Chong Say Tau Xe (10 Mieng),0
Dizzo effervescent(B/12blsx4s),Kongdy Motion Sickness Patch Mieng Dan Chong Say Tau Xe (10 Mieng),0
PO000311865,Kongdy Motion Sickness Patch Mieng Dan Chong Say Tau Xe (10 Mieng),0
3MXA004499837 - 362555 - MIẾNG DÁN MỤN 30 MIẾNG / HỘP,Kongdy Motion Sickness Patch Mieng Dan Chong Say Tau Xe (10 Mieng),0
PREGNACARE PLUS OMEGA 3 (H/56 VIEN) - UNITED KINGDOM,Kongdy Motion Sickness Patch Mieng Dan Chong Say Tau Xe (10 Mieng),0
Miếng dán chống say tàu xe - Motion Sickness Patch (10 miếng/hộp),Kongdy Motion Sickness Patch Mieng Dan Chong Say Tau Xe (10 Mieng),1
EUGICA FORT V/10 H/100 T/8100;,Smecta (Orange-Vanilla) Sac (Hop/30 Goi),0
SING-GUM HUBBA BUBBA VI NHO 56g,Smecta (Orange-Vanilla) Sac (Hop/30 Goi),0
ORACORTIA 1x5 GM,Smecta (Orange-Vanilla) Sac (Hop/30 Goi),0
PO000307170,Smecta (Orange-Vanilla) Sac (Hop/30 Goi),0
LISONORM T/270H/3vỉ/10Viên,Smecta (Orange-Vanilla) Sac (Hop/30 Goi),0
SMECTA (ORANGE-VANILLA) 3GR B/30 SACH.,Smecta (Orange-Vanilla) Sac (Hop/30 Goi),1
Chai ion muối 680ml Hương Bạc Hà,Smecta (Orange-Vanilla) Sac (Hop/30 Goi),0
PO000307487,Smecta (Orange-Vanilla) Sac (Hop/30 Goi),0
CEELIN SYRUP BT/120ML,Smecta (Orange-Vanilla) Sac (Hop/30 Goi),0
GALVUS MET 50MG/1000MG 6X10,Forlax goi 10g (Hop/20 Goi),0
CONCOR COR TAB 2.5MG 3X10'S,Forlax goi 10g (Hop/20 Goi),0
MICARDIS 40MG TABLETS B/30,Forlax goi 10g (Hop/20 Goi),0
FORLAX 10GR B/20 SACH,Forlax goi 10g (Hop/20 Goi),1
Olanxol (10vỉ x 10v),Forlax goi 10g (Hop/20 Goi),0
Lessenol 500mg (Hộp 100 viên) (Hóa đơn xuất cho PO000306944 ngày 09/01/2024),Forlax goi 10g (Hop/20 Goi),0
Kẹo thảo mộc Ricola Alpin fresh không đường 40 g,Smecta (Hop 10 goi),0
PO000309451,Smecta (Hop 10 goi),0
Lô: PHA11122301    HD: 11/2028,Smecta (Hop 10 goi),0
SMECTA (ORANGE-VANILLA) 3GR B/10 SACH.,Smecta (Hop 10 goi),1
"Sữa tắm REIHAKU HATOMUGI 800ml, mã 4513574027077, REIHAKU HATOMUGI BODY SOAP",Smecta (Hop 10 goi),0
Zinc v/10 h/100,Meriva An Tri Vuong Ho Tro Dieu Tri Benh Tri (3Vi X 10Vien),0
Quần PP Travel-Mate XL Nữ;5cái+1 cái cùng loại,Meriva An Tri Vuong Ho Tro Dieu Tri Benh Tri (3Vi X 10Vien),0
An trĩ vương,Meriva An Tri Vuong Ho Tro Dieu Tri Benh Tri (3Vi X 10Vien),1
Lazibet MR 60 H/30,AB-Intimus Vien Dat Am Dao (Hop 1 vi * 7 vien),0
"Viên nén đặt âm đạo AB-INTIMUS
(Hộp 7 viên)
Lot: KD084
HD: 31/7/2025
SX: Ý",AB-Intimus Vien Dat Am Dao (Hop 1 vi * 7 vien),1
CEELIN SYRUP BT/60ML,AB-Intimus Vien Dat Am Dao (Hop 1 vi * 7 vien),0
DIANE 35 TAB 21'S,AB-Intimus Vien Dat Am Dao (Hop 1 vi * 7 vien),0
Lazibet MR 60 H/30,Apisolvat 10g (1Tuyp),0
NSM LISTERINE COOL MINT 750ML X 2,Apisolvat 10g (1Tuyp),0
LUMIGAN 0.3MG/3ML(0.01%) 3ML,Apisolvat 10g (1Tuyp),0
Evadam,Apisolvat 10g (1Tuyp),0
BVS Diana Sensi băng quần sizeS-M 2-2110,Apisolvat 10g (1Tuyp),0
Đơn đặt hàng số PO000279763,Apisolvat 10g (1Tuyp),0
(PO000308211),Apisolvat 10g (1Tuyp),0
TRAJENTA DUO. FICTA/ 14/2.5+500MG BTL,Apisolvat 10g (1Tuyp),0
APISOLVAT 10G,Apisolvat 10g (1Tuyp),1
BETALOC ZOK 50MG TAB 2X14'S,Apisolvat 10g (1Tuyp),0
UVS APIGEN - Gel cải thiện giảm bỏng rát- giảm phồng rộp da 10g. Lô 01250923. NSX 25-09-2023. HSD 25-09-2026,Sucrapi  Hop 20 gói 5ml,0
SUCRAPI (H/20G),Sucrapi  Hop 20 gói 5ml,1
"BISOLVON KIDS4MG/5ML,SYRUP60ML",Sucrapi  Hop 20 gói 5ml,0
NO-SPA 40mg_BL5X10_VN,Para-api 325mg Apimed (Hộp 30 GÓI X 2G),0
ACNOTIN 10;10MG,Para-api 325mg Apimed (Hộp 30 GÓI X 2G),0
BVS Diana STSM Không Cánh 08-2008,Para-api 325mg Apimed (Hộp 30 GÓI X 2G),0
 Xịt khử mùi Hương Sang Trọng (Refre Whitening Perfume Deluxe) 30 ml,Para-api 325mg Apimed (Hộp 30 GÓI X 2G),0
VIAGRA TABS 100MG 4'S,Para-api 325mg Apimed (Hộp 30 GÓI X 2G),0
4547691239136 - Bao Cao Su Okamoto Purity 10's,Para-api 325mg Apimed (Hộp 30 GÓI X 2G),0
Twister Cam Chai nhựa 450x24 Lốc 6,Para-api 325mg Apimed (Hộp 30 GÓI X 2G),0
Fosmicin - S For Otic 300mg,Para-api 325mg Apimed (Hộp 30 GÓI X 2G),0
PARA- API 325,Para-api 325mg Apimed (Hộp 30 GÓI X 2G),1
MUCOSTA TABLETS 100MG B/100,Para-api 325mg Apimed (Hộp 30 GÓI X 2G),0
PO000301938,"JAZXYLO 0,1% Spray Adult 15ml",0
CP61029659 - 114442-NSM OPWHITECHARC FR.MINT500ML B.DOIX12BO,"JAZXYLO 0,1% Spray Adult 15ml",0
ATOPICLAIR CREAM 40ML,"JAZXYLO 0,1% Spray Adult 15ml",0
Meteospasmyl (H/2 vỉ x 10 viên),"JAZXYLO 0,1% Spray Adult 15ml",0
DAYGRA 100 TABLETS 4'S,"JAZXYLO 0,1% Spray Adult 15ml",0
Jazxylo Adult (Hộp 1 lọ x 15ml),"JAZXYLO 0,1% Spray Adult 15ml",1
4547691239099 - Bao Cao Su Okamoto Vanilla 10's,Jasunny 5g (Hop 50Goi),0
ESOMEPRAZOL 40-HV VNA H30v,Jasunny 5g (Hop 50Goi),0
JANUMET 50MG/1000MG TAB 28'S,Jasunny 5g (Hop 50Goi),0
Terpincold H/6 vỉ x 15 viên,Jasunny 5g (Hop 50Goi),0
Jasunny (hộp 50 gói x 5g),Jasunny 5g (Hop 50Goi),1
Alsiful S.R. Tablets 10mg,Tezkin (10g),0
FUGACAR (TABLET) 500MG TAB. B/1,Tezkin (10g),0
"Băng keo cá nhân Pororo,4 size, 20 miếng/hộp",Tezkin (10g),0
PO000275375,Tezkin (10g),0
Thực phẩm dinh dưỡng y học Ensure Gold 850g&lt;br&gt;(Beta Glucan),Tezkin (10g),0
Tezkin (tuýp 10g),Tezkin (10g),1
DUREX BAO CAO SU KINGTEX 12S (NEW),Tezkin (10g),0
KLENZIT MS 15G,Jasunny 50g,0
MEDEXA 4MG  (H/100V),Jasunny 50g,0
CTKM MT Q1.2024,Jasunny 50g,0
321209-60128-UNO Wax Vuốt Tóc Định Hình Mạnh Mẽ 80G(UNO MATTE EFFECTOR 80G),Jasunny 50g,0
CREON 25000 300MG CAPSULES 2X10'S,Jasunny 50g,0
"TIGER BALM RED 19,4G;",Jasunny 50g,0
Dầu gội chống gàu (Selsun Anti-Dandruff Shampoo With Selenium Sulfide ) 100 Ml,Jasunny 50g,0
JARDIANCE DUO 12.5MG/1000MG TABS30,Jasunny 50g,0
Jasunny (tuýp 50g),Jasunny 50g,1
NSM LISTERINE COOL MINT 750ML X 2,M&M Keo Chocolate Milk 37/40g,0
DAU XANH EAGLE 6ml,M&M Keo Chocolate Milk 37/40g,0
VILGET TABLETS 50MG 28'S,M&M Keo Chocolate Milk 37/40g,0
Bao cao su Pharmacity Ultra Invisible Strawberry hộp 3 cái (PO000306174),M&M Keo Chocolate Milk 37/40g,0
(PO000305954),M&M Keo Chocolate Milk 37/40g,0
KEO CHOCOLATE M&M's MILK 37G,M&M Keo Chocolate Milk 37/40g,1
PEARL COLLAGEN ESSENCE MASK 23g,M&M Keo Chocolate Milk 37/40g,0
Biafine (H/1 tuýp 93g),"Natrilix SR 1,5mg(3vix10vien)",0
Hapacol 150 Flu gói/1.5gr h/24 t/3456,"Natrilix SR 1,5mg(3vix10vien)",0
LYRICA CAPS 150MG 56'S,"Natrilix SR 1,5mg(3vix10vien)",0
CP61012384 - 814471 - KDR COL OW EXFLOLIATING MINERAL 100G X 48,"Natrilix SR 1,5mg(3vix10vien)",0
APIVAL 80,"Natrilix SR 1,5mg(3vix10vien)",0
NATRILIX SR TAB 1.5MG 3X10'S,"Natrilix SR 1,5mg(3vix10vien)",1
Số PO: PO000290421,"Natrilix SR 1,5mg(3vix10vien)",0
CLORPHENIRAMIN,Zitromax Tab 500mg(1vix3vien),0
Nước uống Pororo hương vị sữa,Zitromax Tab 500mg(1vix3vien),0
PO000308224,Zitromax Tab 500mg(1vix3vien),0
Túi zipper người lớn 200 que giấy AZP3,Zitromax Tab 500mg(1vix3vien),0
Evadam,Zitromax Tab 500mg(1vix3vien),0
Lupilopram 20 (Hộp 3 vỉ x 10 viên),Zitromax Tab 500mg(1vix3vien),0
ZITROMAX TAB 500MG 3'S,Zitromax Tab 500mg(1vix3vien),1
4547691239129 - Bao Cao Su Okamoto Purity 3's,Lamictal 50mg (3Vi x 10Vien),0
SYMPAL TABLET 25MG 2x10'S,Lamictal 50mg (3Vi x 10Vien),0
LAMICTAL TAB 50MG 30'S,Lamictal 50mg (3Vi x 10Vien),1
PO000307423,Lamictal 50mg (3Vi x 10Vien),0
(PO000309110),Betadine Throat Spray 0.45% Dung Dịch Xit Hong ( Chai 50ml),0
Bàn chải OralB trà đen vỉ 1X6X16,Betadine Throat Spray 0.45% Dung Dịch Xit Hong ( Chai 50ml),0
CONCOR TAB 5MG 3X10'S,Betadine Throat Spray 0.45% Dung Dịch Xit Hong ( Chai 50ml),0
"PM Procare Diamond (lọ*30viên),Úc",Betadine Throat Spray 0.45% Dung Dịch Xit Hong ( Chai 50ml),0
BACTAMOX 1g VNB  H/14,Betadine Throat Spray 0.45% Dung Dịch Xit Hong ( Chai 50ml),0
Đại tràng Nhất Nhất - Hộp 2 vỉ x 10 viên,Betadine Throat Spray 0.45% Dung Dịch Xit Hong ( Chai 50ml),0
CEELIN SYRUP BT/60ML,Betadine Throat Spray 0.45% Dung Dịch Xit Hong ( Chai 50ml),0
Xuất hàng theo PO000306369,Brufen Suspension 60ml,0
CONCOR TAB 5MG 3X10'S,Brufen Suspension 60ml,0
"Dầu gội dược liệu Thái Dương 3 (Chai 200ml, Hoa Lá)",Brufen Suspension 60ml,0
PO000304253,Brufen Suspension 60ml,0
Tăm bông VST trẻ em  Hộp 200  que giấy,Brufen Suspension 60ml,0
UPSA C 1GR BOX/ 1 TUBE X 10,Brufen Suspension 60ml,0
BRUFEN 100MG/5ML BOTTLE 60ML,Brufen Suspension 60ml,1
FINE GINKGO PLUS 400V (PO000308244),Brufen Suspension 60ml,0
BVS Diana Sensi C.F Super.Ni29cm(4)-2207,Kaleorid Tab 600mg(3vix10vien),0
Desbebe (Hộp 1 lọ 60ml) ,Kaleorid Tab 600mg(3vix10vien),0
